     i,      c,     ev,    reg,    dom,   diff,     dk,    dk2,    knn,   mean,    med, 
   64.,    1.0,  0.061, 0.0012,  0.016,    0.0, -0.039, -0.019,  0.035,  0.034,    0.0, 
   36.,    4.0,  0.019,  0.036,    0.0,    0.0,    0.0,    0.0,    0.0,  0.078,  0.039, 
   65.,    4.0,  0.058,  0.023, -0.019, -0.019,  0.067, -0.019,  0.058,  0.039,    0.0, 
   69.,    1.0,  0.010,  0.053,  0.055,  0.055, -0.0040, -1.7e-18, -0.0040,  0.085,  0.051, 
   78.,    5.0,    0.0,  0.058, 0.0057,    0.0,  0.017,  0.033,  0.011,   0.11,  0.045, 
   51.,    5.0,    0.0,  0.058,   0.11,    0.0,  0.023,  0.014, 0.0057,   0.11,  0.045, 
   18.,    5.0, 0.0057,  0.064,  0.028, 0.0085,    0.0,  0.017, 0.0057,   0.11,  0.040, 
   10.,    5.0,   0.18,  0.078,   0.18,  -0.14,   0.27,   0.11,  -0.11, -0.072,  -0.14, 
   15.,    4.0,   0.12, -0.058, -0.038, -0.038, -0.038, -0.087,    0.0, -0.019, -0.058, 
   55.,    4.0,  0.019,  0.036,    0.0,    0.0,  0.039,  0.019,    0.0,  0.078,  0.039, 
   30.,    2.0,   0.12,  0.023,   0.16,  0.039,    0.0, -0.035,    0.0,  0.052,    0.0, 
   72.,    0.0,  0.022,   0.14,   0.48,   0.48,  0.045,  0.043,  0.088,   0.12,  0.051, 
   12.,    3.0,    0.0,  0.053,  0.016,    0.0,    0.0,  0.016,    0.0,   0.11,  0.031, 
   86.,    4.0,  0.019,  0.044,    0.0,    0.0,    0.0,  0.019,    0.0,  0.078,  0.039, 
   63.,    2.0,   0.50,  -0.15,  -0.31,  -0.42,    0.0,  -0.32,    0.0,  -0.33,  -0.38, 
   78.,    3.0,    0.0,  0.053,    0.0,    0.0,    0.0,    0.0,    0.0,   0.11,  0.031, 
   7.0,    0.0,  0.085,  0.094,   0.21,   0.21,  0.017, -0.0058,    0.0,  0.052, -0.012, 
   24.,    4.0,  0.019,  0.036, 0.0097,    0.0, 0.0097, 0.0096,    0.0,  0.078,  0.039, 
   15.,    4.0,   0.12, -0.058, -0.038, -0.038, -0.038, -0.087,    0.0, -0.019, -0.058, 
   5.0,    1.0,   0.12,  0.017, -0.031, -0.063, -0.031, -0.047,    0.0, -0.029, -0.063, 
   46.,    2.0,   0.12, -0.038, -0.055,    0.0,    0.0, -0.055,    0.0,  0.052,    0.0, 
   24.,    0.0,   0.15,  0.044,   0.15,   0.15, -0.025, -0.019,    0.0, -0.014, -0.078, 
   90.,    1.0,  0.061, -0.038, -0.027, -0.040,    0.0,    0.0, -0.031,  0.034,    0.0, 
   34.,    1.0,  0.061, -0.039, -0.027, -0.016, -0.031, -0.044, -0.031,  0.034,    0.0, 
   13.,    1.0,   0.25,  -0.11, -0.063,  -0.19, -0.094,  -0.14,    0.0,  -0.16,  -0.19, 
   45.,    0.0,   0.19, 0.0090, -0.033, -0.033,  0.017,  0.012,    0.0, -0.055,  -0.12, 
   3.0,    0.0,   0.31,  -0.11,  -0.20,  -0.20,   0.28,  0.061,   0.28,  -0.18,  -0.24, 
   82.,    4.0,   0.15,  0.034, -0.048,    0.0, -0.048,  0.019,    0.0, -0.058, -0.096, 
   10.,    2.0,   0.12,  0.091,   0.16,   0.38,   0.16,   0.17,   0.25,  0.052,    0.0, 
   94.,    2.0,   0.25, -0.035, -0.086,  -0.18, -0.031,  0.047,  -0.15, -0.074,  -0.13, 
   55.,    4.0,  0.019,  0.036,    0.0,    0.0,  0.039,  0.019,    0.0,  0.078,  0.039, 
   61.,    2.0,   0.12,  0.092, -0.023, -0.023, -0.078, -0.098, -0.078,  0.052,    0.0, 
   18.,    2.0,  0.030,  0.075,  0.039,  0.039,  0.047,  0.070, -0.016,   0.15,  0.094, 
   13.,    4.0,   0.15,  0.035,    0.0,    0.0,    0.0, -0.034,    0.0, -0.058, -0.096, 
   65.,    1.0,  0.061, 0.0012,  0.063,  0.063,    0.0, -0.0078,    0.0,  0.034,    0.0, 
   26.,    4.0,  0.019,  0.099,  0.087,  0.048,  0.087,  0.072,  0.096,  0.078,  0.039, 
   81.,    1.0,  0.061,  0.079,  0.031,    0.0,    0.0,  0.031,    0.0,  0.034,    0.0, 
   16.,    4.0,  0.019,  0.036,    0.0,    0.0,    0.0,  0.034,    0.0,  0.078,  0.039, 
   86.,    2.0,  0.015,  0.099,  0.055,  0.055,    0.0,  0.039,    0.0,   0.16,   0.11, 
   18.,    1.0,  0.022, -0.019, -0.010, -0.010, -0.0080, -0.00035, -0.0080,  0.073,  0.039, 
   36.,    5.0,  0.028,  0.042,   0.13,  0.014, -0.020, -0.011, 0.0057,  0.083,  0.017, 
   78.,    0.0,   0.31,  -0.13,   0.19,   0.19,   0.46,  0.078,   0.22,  -0.18,  -0.24, 
   24.,    1.0,  0.014, -0.011, 0.0017,  0.015,    0.0, 0.0038,    0.0,  0.081,  0.047, 
   90.,    1.0,  0.061, -0.038, -0.027, -0.040,    0.0,    0.0, -0.031,  0.034,    0.0, 
   48.,    5.0,   0.11, 0.0068,  0.034, -0.057,   0.12,  0.058,   0.25, -0.0034, -0.068, 
   82.,    2.0,   0.37, -0.023, -5.0e-05,  -0.13,  -0.16,  -0.20,  -0.13,  -0.20,  -0.25, 
   38.,    4.0,  0.019,  0.062,  0.039,  0.039,  0.039, 0.0096,  0.039,  0.078,  0.039, 
   28.,    0.0,  0.083,   0.10,   0.42,   0.42,  0.057, -0.0016, -0.061,  0.054, -0.010, 
   19.,    1.0,  0.029, 0.0032, -0.014, -0.014, -0.023, -0.015, -0.023,  0.066,  0.031, 
   25.,    5.0,   0.14,  0.075, -0.045,    0.0,  0.023,   0.14,   0.23, -0.026, -0.091, 
   48.,    0.0,  0.085,  0.087,   0.42,   0.42, -0.013, -0.030, -0.026,  0.052, -0.012, 
   74.,    3.0,  0.094,  0.063, -0.090, -0.061, -0.031,  0.033, -0.062,  0.015, -0.062, 
   11.,    3.0,  0.031,  0.021, -0.031, -0.031, -0.031,  0.017,    0.0,  0.078,    0.0, 
   14.,    5.0,  0.034,  0.036, -0.014, -0.011, -0.0028,  0.017,  0.045,  0.077,  0.011, 
   71.,    5.0,  0.034,  0.049,  0.023, 0.0057,  0.011,  0.028,  0.011,  0.077,  0.011, 
   5.0,    2.0,   0.25, -0.034,  0.039, -0.086,   0.25, 2.5e-05,    0.0, -0.074,  -0.13, 
   53.,    1.0,   0.12,  0.017, -0.031,    0.0,    0.0, -0.046,    0.0, -0.029, -0.063, 
   15.,    0.0,   0.19, -0.0031,   0.31,   0.31, -0.053,  -0.11,    0.0, -0.055,  -0.12, 
   71.,    3.0,  0.094, -0.0071,  0.033, -0.094, -0.031, -0.055,  0.031,  0.015, -0.062, 
   16.,    1.0,  0.014, -0.021, 0.0017, 0.0076, 0.0076, 0.00033,    0.0,  0.081,  0.047, 
   70.,    3.0,   0.62,  -0.41,  -0.53,  -0.59,  -0.53,  -0.52,  -0.50,  -0.52,  -0.59, 
   58.,    5.0,   0.64,  -0.56,  -0.33,  -0.59,  -0.60,  -0.60,  -0.59,  -0.53,  -0.59, 
   34.,    4.0,  0.058,  0.023,    0.0, -0.0096, -0.039, -0.019,    0.0,  0.039,    0.0, 
   90.,    0.0,  0.022,   0.16,   0.48,   0.48,  0.061,  0.089,  0.061,   0.12,  0.051, 
   76.,    2.0,   0.25,  -0.10, -0.086, -0.086,    0.0,  0.031,    0.0, -0.074,  -0.13, 
   51.,    4.0,    0.0,  0.060,  0.097,    0.0,  0.097,  0.038,  0.019,  0.097,  0.058, 
   42.,    1.0,   0.25,  -0.11, -0.063, -0.063,    0.0,    0.0,  -0.13,  -0.16,  -0.19, 
   45.,    2.0,  0.011,  0.075,  0.043,  0.055,  0.035,   0.14,  0.035,   0.17,   0.11, 
   69.,    3.0,    0.0,  0.088,   0.13,    0.0,    0.0,    0.0,    0.0,   0.11,  0.031, 
   60.,    1.0, 0.0060,  0.037, 0.0097, 0.0097, -0.0040,    0.0,    0.0,  0.089,  0.055, 
   58.,    5.0,   0.64,  -0.56,  -0.33,  -0.59,  -0.60,  -0.60,  -0.59,  -0.53,  -0.59, 
   47.,    4.0,  0.058,  0.023, -0.039, -0.039,    0.0, -0.0096,    0.0,  0.039,    0.0, 
   51.,    3.0,    0.0,  0.027,   0.11,    0.0,   0.11,    0.0,    0.0,   0.11,  0.031, 
   24.,    1.0,  0.014, -0.011, 0.0017,  0.015,    0.0, 0.0038,    0.0,  0.081,  0.047, 
   50.,    1.0,  0.029, -0.027, -0.014, -0.012, -0.0077,  0.016, -0.015,  0.066,  0.031, 
   30.,    1.0,  0.061, 0.0012,  0.016, -0.016, -0.031, -0.016, -0.031,  0.034,    0.0, 
   39.,    0.0,  0.022,  0.098,   0.48,   0.48, 0.0033, 0.0017,    0.0,   0.12,  0.051, 
   7.0,    3.0,    0.0,  0.061,  0.031,    0.0,    0.0,  0.016,    0.0,   0.11,  0.031, 
   70.,    3.0,   0.62,  -0.41,  -0.53,  -0.59,  -0.53,  -0.52,  -0.50,  -0.52,  -0.59, 
   13.,    5.0,  0.091,  0.068, -0.031, -0.054,    0.0,    0.0,    0.0,  0.020, -0.045, 
   43.,    0.0,  0.083, -0.051,   0.42,   0.42, -0.0024, -0.030, -0.062,  0.054, -0.010, 
   81.,    2.0,   0.25,  -0.10, -0.086, -0.086,    0.0,  0.031,    0.0, -0.074,  -0.13, 
   79.,    1.0,   0.12, -0.022, -0.031,    0.0, -0.031, 2.5e-05, -0.063, -0.029, -0.063, 
   24.,    1.0,  0.014, -0.011, 0.0017,  0.015,    0.0, 0.0038,    0.0,  0.081,  0.047, 
   11.,    5.0,   0.11, -0.012, -0.063, -0.063, -0.074, -0.074, -0.074, 0.0023, -0.062, 
   35.,    5.0,  0.023,  0.048,   0.14,  0.023,    0.0, -0.0056,    0.0,  0.088,  0.023, 
   68.,    0.0,  0.022,  0.013,   0.48,   0.48, -0.016,  0.016, -0.016,   0.12,  0.051, 
   98.,    0.0,  0.063,   0.12,   0.44,   0.44,  0.044,  0.014,  0.020,  0.075,  0.010, 
   7.0,    1.0,  0.014,  0.019,  0.019,  0.031,  0.047,  0.047,  0.031,  0.081,  0.047, 
   39.,    3.0,  0.031,   0.13,  0.018,  0.018,    0.0,    0.0,    0.0,  0.078,    0.0, 
   91.,    0.0,   0.13,  0.070,   0.38,   0.38,  0.025, -0.054, -0.080,  0.011, -0.053, 
   55.,    1.0,  0.014, 0.0089, 0.0017, 0.0036,  0.019,  0.014, -0.0078,  0.081,  0.047, 
   59.,    0.0,   0.20, -0.028,  0.028,  0.028,  -0.12,  0.056,  -0.11, -0.068,  -0.13, 
   22.,    4.0,   0.15, -0.038, -0.048, -0.019,  0.077,  0.019,  0.077, -0.058, -0.096, 
   80.,    5.0,  0.034,  0.062,  0.040,  0.011,  0.037,  0.037,    0.0,  0.077,  0.011, 
   98.,    2.0,  0.096,  0.089, 0.0047, -0.034, -0.017,   0.25,  0.028,  0.081,  0.028, 
   79.,    4.0,   0.12, 0.0014,  0.019,    0.0, -0.029, -0.019, -0.096, -0.019, -0.058, 
   98.,    5.0,   0.36,  -0.23,  -0.26,  -0.23,  -0.27,  -0.28,  -0.25,  -0.26,  -0.32, 
   23.,    2.0,   0.12,  0.023,  0.039,  0.039, 0.0078, 0.0039, -0.031,  0.052,    0.0, 
   30.,    0.0,  0.096,  0.066,   0.41,   0.41, -0.034, -0.029, -0.042,  0.041, -0.024, 
   70.,    2.0,   0.37, -0.023,   0.38,  -0.13,  -0.16,  -0.16,  -0.33,  -0.20,  -0.25, 
   57.,    0.0,   0.26, -0.072,   0.24,   0.24, -0.098,  -0.13, -0.047,  -0.12,  -0.19, 
   14.,    0.0,  0.066,   0.11,   0.23,   0.23,   0.14,  0.064,  0.071,  0.071, 0.0067, 
   75.,    5.0,   0.14,  0.022,   0.25,  0.023,    0.0,    0.0,  0.045, -0.026, -0.091, 
   42.,    0.0,  0.028,  0.092,   0.47,   0.47, -0.017, -0.019, -0.020,   0.11,  0.045, 
   64.,    2.0,   0.12,  0.023,   0.16,   0.38,   0.38,   0.22,   0.38,  0.052,    0.0, 
   63.,    3.0,    0.0,   0.31,   0.19,   0.12,   0.25,   0.19,   0.25,   0.11,  0.031, 
   49.,    2.0,  0.062,  0.034, 0.0077, -0.016, 0.0078,   0.23,   0.19,   0.12,  0.062, 
   34.,    3.0,  0.031,  0.022, -0.012, -0.024, -0.024, -0.0059, -0.024,  0.078,    0.0, 
   25.,    4.0,   0.23,  -0.16, -0.077, -0.096, -0.077,  -0.16, -0.077,  -0.14,  -0.17, 
   1.0,    3.0,   0.25, -0.094, 0.0039,  -0.11,  -0.12, -0.049,  -0.25,  -0.14,  -0.22, 
   17.,    5.0,   0.14,   0.12,  0.023,  0.023,  0.045,  0.023,  0.045, -0.026, -0.091, 
   50.,    2.0,  0.030,  0.083,  0.039, -0.0078,  0.032,  0.023,    0.0,   0.15,  0.094, 
   83.,    2.0,  0.093,  0.054,  0.070,  0.070, 5.0e-05,  0.031,  0.031,  0.084,  0.031, 
   67.,    2.0,  0.062,  0.034, 0.0077, -0.0078,  0.078, -0.016,   0.19,   0.12,  0.062, 
   91.,    4.0,  0.019,  0.044,    0.0,    0.0,  0.019,    0.0,    0.0,  0.078,  0.039, 
   17.,    3.0,   0.25,  0.043,   0.22,   0.22,   0.38,   0.22,   0.75,  -0.14,  -0.22, 
   65.,    5.0,   0.14, -0.042, -0.080,  -0.10,  -0.10, -0.085,  -0.10, -0.026, -0.091, 
   8.0,    4.0,   0.15,  0.035,  0.039,    0.0,  0.039, -0.034,    0.0, -0.058, -0.096, 
   7.0,    5.0,   0.18, -0.036, -0.068,  -0.10,  0.068, 2.5e-05,   0.55, -0.072,  -0.14, 
   47.,    3.0,  0.031,   0.13,  0.018, 0.0019,    0.0,    0.0,    0.0,  0.078,    0.0, 
   37.,    1.0,   0.25, 0.0033,   0.50,   0.75,    0.0,   0.13,   0.75,  -0.16,  -0.19, 
   13.,    3.0,   0.12,  0.031, -0.031,    0.0, -0.031,    0.0,    0.0, -0.016, -0.094, 
   69.,    1.0,  0.010,  0.053,  0.055,  0.055, -0.0040, -1.7e-18, -0.0040,  0.085,  0.051, 
   87.,    4.0,  0.019,  0.031,    0.0,    0.0,    0.0,    0.0,    0.0,  0.078,  0.039, 
   68.,    1.0,   0.12,   0.95,   0.38,   0.25,   0.13,   0.25,   0.88, -0.029, -0.063, 
   20.,    2.0,  0.062,  0.086,  0.094,    0.0,  0.017,  0.020,    0.0,   0.12,  0.062, 
   93.,    2.0,  0.062,  0.034, 0.0077, -0.024,    0.0, -0.016,    0.0,   0.12,  0.062, 
   3.0,    3.0,    0.0,  0.022,    0.0,    0.0,    0.0,    0.0,    0.0,   0.11,  0.031, 
   61.,    1.0,   0.12, -0.062,  -0.11,  -0.11,  -0.11,  -0.12,  -0.11, -0.029, -0.063, 
   99.,    0.0, 0.0061,  0.030,   0.50,   0.50, -0.0021, 0.0037, -0.0021,   0.13,  0.067, 
   81.,    1.0,  0.061,  0.079,  0.031,    0.0,    0.0,  0.031,    0.0,  0.034,    0.0, 
   74.,    1.0,  0.061,  0.079,  0.016,    0.0,  0.063,  0.031,  0.063,  0.034,    0.0, 
   53.,    5.0,  0.045,  0.076,  0.028, 0.0057,  0.011,  0.014,  0.011,  0.065,    0.0, 
   89.,    1.0,  0.061,  0.040,  0.031, -0.026,  0.063,  0.031,    0.0,  0.034,    0.0, 
   63.,    0.0, 0.0061,  0.030,   0.50,   0.50, 0.0030, 0.0035, 0.0020,   0.13,  0.067, 
   82.,    3.0,   0.12,   0.10, -0.094, -0.094, -0.031,    0.0,   0.50, -0.016, -0.094, 
   20.,    1.0,  0.061, -0.039, -0.043, -0.031, -0.039, -0.041,    0.0,  0.034,    0.0, 
   77.,    4.0,   0.15, -0.019,   0.15,  0.077,   0.12,  0.014,  0.077, -0.058, -0.096, 
   9.0,    3.0,  0.016,  0.020, 5.0e-05, 0.0078, 5.0e-05, -0.0078, -0.016,  0.094,  0.016, 
   7.0,    4.0,   0.13, -0.082, -0.086, -0.086, -0.058,  -0.12, -0.038, -0.039, -0.077, 
   74.,    0.0,  0.022,  0.098,   0.48,   0.48,  0.017,  0.055,  0.017,   0.12,  0.051, 
   21.,    4.0,   0.15,   0.20,   0.15,   0.15,   0.15,   0.12,   0.15, -0.058, -0.096, 
   61.,    2.0,   0.12,  0.092, -0.023, -0.023, -0.078, -0.098, -0.078,  0.052,    0.0, 
   37.,    4.0,   0.23, -0.044,   0.77,  0.038,   0.23,   0.19,   0.77,  -0.14,  -0.17, 
   70.,    3.0,   0.62,  -0.41,  -0.53,  -0.59,  -0.53,  -0.52,  -0.50,  -0.52,  -0.59, 
   15.,    5.0,   0.14, -0.0029,    0.0,   0.55, -0.023,   0.14,    0.0, -0.026, -0.091, 
   74.,    0.0,  0.022,  0.098,   0.48,   0.48,  0.017,  0.055,  0.017,   0.12,  0.051, 
   3.0,    1.0, 0.0010, -0.013, 0.0010,    0.0,  0.010, 0.0060,  0.028,  0.094,  0.060, 
   77.,    2.0,  0.077,   0.17,   0.36,   0.42,   0.17,   0.28, -0.037,   0.10,  0.047, 
   7.0,    1.0,  0.014,  0.019,  0.019,  0.031,  0.047,  0.047,  0.031,  0.081,  0.047, 
   97.,    4.0,  0.038,  0.043, -5.0e-05, -5.0e-05, -0.019, -0.019,  0.019,  0.058,  0.019, 
   73.,    5.0,   0.18, -0.024, -0.045, -0.045, -0.045, -0.045, -0.045, -0.072,  -0.14, 
   57.,    4.0,  0.019,  0.044,    0.0,    0.0,    0.0, 0.0096,    0.0,  0.078,  0.039, 
   9.0,    5.0,  0.017,  0.053, 0.0029,  0.014,  0.011, 5.0e-05, -0.0056,  0.094,  0.028, 
   66.,    2.0,    1.0,   0.22,  -0.50,  -0.50,  -0.50,  -0.83,  -0.50,  -0.83,  -0.88, 
   40.,    4.0,   0.31,  -0.26,  -0.25, -0.077,  -0.25,  -0.13,  -0.15,  -0.21,  -0.25, 
   91.,    5.0,  0.028,  0.042, -0.0085, -0.0085, 0.0057, -0.017, -0.017,  0.083,  0.017, 
   45.,    2.0,  0.011,  0.075,  0.043,  0.055,  0.035,   0.14,  0.035,   0.17,   0.11, 
   87.,    2.0,  0.030,  0.057,  0.039, -0.019,  0.094,  0.039,  0.094,   0.15,  0.094, 
   77.,    2.0,  0.077,   0.17,   0.36,   0.42,   0.17,   0.28, -0.037,   0.10,  0.047, 
   56.,    4.0,   0.31,  0.026,   0.31, -0.038,   0.31,    0.0,    0.0,  -0.21,  -0.25, 
   26.,    5.0,  0.034,  0.036,  0.011,  0.011,  0.011, 0.0057,    0.0,  0.077,  0.011, 
   55.,    0.0,  0.096,  0.088,   0.20,   0.20, -0.028, 0.0044,  0.061,  0.041, -0.024, 
   42.,    2.0,   0.25,   0.11,   0.19,   0.25, 5.0e-05,   0.19,   0.25, -0.074,  -0.13, 
   84.,    3.0,   0.25,  -0.17,  -0.25,  -0.25,  -0.19,  -0.21,  -0.22,  -0.15,  -0.22, 
   12.,    5.0,  0.017,  0.053,  0.043, -0.0028, 5.0e-05,  0.057,    0.0,  0.094,  0.028, 
   82.,    5.0,  0.091,  0.068, -0.031, -0.054, 5.0e-05,  0.011,  0.091,  0.020, -0.045, 
   98.,    5.0,   0.36,  -0.23,  -0.26,  -0.23,  -0.27,  -0.28,  -0.25,  -0.26,  -0.32, 
   25.,    1.0,  0.039, -0.030, -0.021, -0.021,  0.084,  0.026,   0.12,  0.056,  0.022, 
   82.,    3.0,   0.12,   0.10, -0.094, -0.094, -0.031,    0.0,   0.50, -0.016, -0.094, 
   70.,    5.0,  0.045,  0.063,  0.014, -0.0086,  0.017,  0.027,   0.32,  0.065,    0.0, 
   57.,    2.0,  0.046,  0.067,  0.023, -0.023,  0.078, 0.0079, -0.046,   0.13,  0.078, 
   98.,    4.0,   0.12, -0.015, -0.0097,   0.12, -0.0097, -0.038, -0.096, -0.019, -0.058, 
   45.,    4.0,   0.12, -0.068, -0.077, -0.096,    0.0, -0.096,    0.0, -0.019, -0.058, 
   22.,    0.0,  0.021,  0.057,   0.48,   0.48, -0.015, -0.00032, -0.015,   0.12,  0.052, 
   29.,    5.0,  0.057,  0.039, -0.023, -0.023,  0.051,  0.014, -0.034,  0.054, -0.011, 
   97.,    2.0,   0.12,  0.023, -0.031, -0.062,    0.0, -0.062, -0.062,  0.052,    0.0, 
   91.,    2.0,  0.030,  0.083,  0.039,  0.031,  0.016,  0.023,    0.0,   0.15,  0.094, 
   10.,    3.0,   0.12, -0.038,   0.35,   0.35,   0.88,   0.55,   0.39, -0.016, -0.094, 
   17.,    3.0,   0.25,  0.043,   0.22,   0.22,   0.38,   0.22,   0.75,  -0.14,  -0.22, 
   98.,    4.0,   0.12, -0.015, -0.0097,   0.12, -0.0097, -0.038, -0.096, -0.019, -0.058, 
   11.,    1.0,  0.061, -0.039, -0.027, -0.027,    0.0, -0.0050,    0.0,  0.034,    0.0, 
   8.0,    4.0,   0.15,  0.035,  0.039,    0.0,  0.039, -0.034,    0.0, -0.058, -0.096, 
   22.,    0.0,  0.021,  0.057,   0.48,   0.48, -0.015, -0.00032, -0.015,   0.12,  0.052, 
   34.,    3.0,  0.031,  0.022, -0.012, -0.024, -0.024, -0.0059, -0.024,  0.078,    0.0, 
   98.,    5.0,   0.36,  -0.23,  -0.26,  -0.23,  -0.27,  -0.28,  -0.25,  -0.26,  -0.32, 
   26.,    4.0,  0.019,  0.099,  0.087,  0.048,  0.087,  0.072,  0.096,  0.078,  0.039, 
   67.,    0.0,   0.16,  0.026,   0.14,   0.14, -0.042, -0.068, -0.061, -0.021, -0.084, 
   41.,    0.0,  0.026,   0.16,   0.48,   0.48,   0.10,  0.081,   0.13,   0.11,  0.046, 
   85.,    0.0,  0.055,   0.11,   0.45,   0.45,  0.013,  0.048, 0.0014,  0.083,  0.018, 
   74.,    1.0,  0.061,  0.079,  0.016,    0.0,  0.063,  0.031,  0.063,  0.034,    0.0, 
   19.,    0.0,   0.53,  -0.36, -0.033, -0.033,  -0.28,  -0.23,  -0.42,  -0.40,  -0.46, 
   16.,    1.0,  0.014, -0.021, 0.0017, 0.0076, 0.0076, 0.00033,    0.0,  0.081,  0.047, 
   23.,    2.0,   0.12,  0.023,  0.039,  0.039, 0.0078, 0.0039, -0.031,  0.052,    0.0, 
   23.,    1.0,  0.061, 0.0012,  0.031, -0.016,  0.031, 0.00050,    0.0,  0.034,    0.0, 
   73.,    4.0,   0.15,  0.034,  0.039,    0.0,   0.19,  0.038,    0.0, -0.058, -0.096, 
   96.,    0.0,   0.39,  -0.20,   0.11,   0.11,   0.34,   0.14,   0.34,  -0.26,  -0.32, 
   76.,    1.0,  0.061,  0.079,  0.031,    0.0,    0.0,  0.031,    0.0,  0.034,    0.0, 
   41.,    2.0,  0.062,  0.051, 0.0077, -0.025,   0.19,   0.13, -0.031,   0.12,  0.062, 
   52.,    4.0,  0.096, -0.025,  0.038, -0.0096,  0.038, -0.034,  0.038, -5.9e-05, -0.038, 
   75.,    5.0,   0.14,  0.022,   0.25,  0.023,    0.0,    0.0,  0.045, -0.026, -0.091, 
   93.,    4.0,  0.019,  0.035,    0.0,    0.0,    0.0,  0.019,    0.0,  0.078,  0.039, 
   22.,    5.0,   0.14,  0.022, -0.045, -0.045, -0.045, -0.057, -0.045, -0.026, -0.091, 
   91.,    4.0,  0.019,  0.044,    0.0,    0.0,  0.019,    0.0,    0.0,  0.078,  0.039, 
   40.,    4.0,   0.31,  -0.26,  -0.25, -0.077,  -0.25,  -0.13,  -0.15,  -0.21,  -0.25, 
   37.,    1.0,   0.25, 0.0033,   0.50,   0.75,    0.0,   0.13,   0.75,  -0.16,  -0.19, 
   50.,    5.0,  0.011,  0.059, 0.0085, 0.0085,  0.023, -5.0e-05, 0.0056,   0.10,  0.034, 
   58.,    0.0,   0.19, -0.073,   0.31,   0.31,  -0.14,  -0.11,  -0.10, -0.055,  -0.12, 
   22.,    2.0,   0.37,  -0.16, -0.086,  -0.24, -5.0e-05,  -0.11,  -0.19,  -0.20,  -0.25, 
   98.,    1.0,  0.095, -0.051,  0.014,  0.014, -0.035, -0.035, -0.035, -0.00072, -0.035, 
   95.,    5.0,  0.091,   0.12,  0.045,  0.045,  0.068,  0.045,  0.045,  0.020, -0.045, 
   47.,    3.0,  0.031,   0.13,  0.018, 0.0019,    0.0,    0.0,    0.0,  0.078,    0.0, 
   39.,    1.0,  0.061,  0.081,  0.031,    0.0,    0.0,  0.016,    0.0,  0.034,    0.0, 
   5.0,    3.0,   0.25, -0.094,  -0.20,  -0.20,  -0.11,  -0.21,    0.0,  -0.14,  -0.22, 
   49.,    5.0,   0.73,  -0.58,  -0.61,  -0.65,  -0.70,  -0.70,  -0.55,  -0.62,  -0.68, 
   80.,    0.0,   0.14,  0.044,   0.36,   0.36, -0.057, -0.054,  -0.12, -0.0036, -0.068, 
   39.,    1.0,  0.061,  0.081,  0.031,    0.0,    0.0,  0.016,    0.0,  0.034,    0.0, 
   64.,    5.0,   0.31,  -0.24,  -0.25,  -0.21,  -0.23,  -0.29,  -0.23,  -0.20,  -0.26, 
   11.,    4.0,  0.058,  0.023, -0.019, -0.019, -0.019, -0.019, -0.039,  0.039,    0.0, 
   31.,    2.0,  0.093, -0.011, -0.084, -0.084, -0.016, -0.056,    0.0,  0.084,  0.031, 
   29.,    1.0, 0.0060, -0.013,  0.012,  0.012,  0.055,  0.055,  0.023,  0.089,  0.055, 
   33.,    0.0,  0.078,  0.084,   0.42,   0.42, -0.021, -0.026, -0.056,  0.059, -0.0054, 
   43.,    1.0,  0.061,  0.042,  0.063,  0.063,  0.063,   0.29,   0.19,  0.034,    0.0, 
   74.,    5.0,  0.034,  0.036, -0.0057,  0.034, 0.0057, 0.0057,    0.0,  0.077,  0.011, 
   75.,    0.0,  0.012,  0.023,   0.49,   0.49, -0.0060, -0.0055, -0.0040,   0.13,  0.061, 
   12.,    0.0,   0.11,  0.074,   0.12,   0.12,    0.0,   0.13,    0.0,  0.027, -0.037, 
   91.,    5.0,  0.028,  0.042, -0.0085, -0.0085, 0.0057, -0.017, -0.017,  0.083,  0.017, 
   71.,    0.0,  0.056,   0.11,   0.45,   0.45,  0.026,  0.049, -0.0014,  0.082,  0.017, 
   73.,    1.0,   0.25,  -0.15,  0.063, -0.063,   0.13,   0.13,    0.0,  -0.16,  -0.19, 
   51.,    1.0,  0.022, -0.029, -0.020, -0.0063,  0.073,  0.073,    0.0,  0.073,  0.039, 
   70.,    2.0,   0.37, -0.023,   0.38,  -0.13,  -0.16,  -0.16,  -0.33,  -0.20,  -0.25, 
   85.,    0.0,  0.055,   0.11,   0.45,   0.45,  0.013,  0.048, 0.0014,  0.083,  0.018, 
   10.,    4.0,   0.31,  -0.19,  -0.18,  -0.15,  -0.15,  -0.29,  -0.25,  -0.21,  -0.25, 
   65.,    5.0,   0.14, -0.042, -0.080,  -0.10,  -0.10, -0.085,  -0.10, -0.026, -0.091, 
   42.,    4.0,   0.23, -0.044,    0.0, -0.077, -0.077,  -0.12, -0.077,  -0.14,  -0.17, 
   42.,    4.0,   0.23, -0.044,    0.0, -0.077, -0.077,  -0.12, -0.077,  -0.14,  -0.17, 
   54.,    4.0,  0.077, 0.0039, -0.0096, -0.0096,  0.039, -0.058,  0.039,  0.019, -0.019, 
   49.,    1.0,  0.014, 0.0089,  0.019,  0.019,  0.047,  0.047,  0.015,  0.081,  0.047, 
   59.,    0.0,   0.20, -0.028,  0.028,  0.028,  -0.12,  0.056,  -0.11, -0.068,  -0.13, 
