     i,      c,     ev,    reg,    dom,   diff,     dk,    dk2,    knn,   mean,    med, 
   89.,    1.0,   0.60, -0.015,    0.0,  -0.15,    0.0,  0.025,   0.10, -0.010,    0.0, 
   5.0,    0.0,    1.0,  -0.70,  -0.65,  -0.65,  -0.80,  -0.78,  -0.75,  -0.80,  -0.81, 
   32.,    1.0,   0.50,  0.075,   0.10,   0.15,   0.10,   0.12,   0.10,  0.091,   0.10, 
   73.,    0.0,   0.27, -0.047,   0.73, -0.063,   0.73, -0.035,  0.011, -0.068, -0.083, 
   56.,    2.0,   0.62,  0.029,   0.12,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   45.,    4.0,   0.50, -0.063,  -0.14,   0.37, -0.018,  -0.26,  -0.48,  -0.27,  -0.33, 
   13.,    5.0,    2.9,  -0.43,  -0.11,   0.61,   0.44,  -0.34,   0.35,    1.5,    1.1, 
   83.,    3.0,   0.99, -0.0091, -0.0020, 0.0012, -0.0067, -0.024, -0.0085, -0.0057, -0.0060, 
   34.,    2.0,   0.75, -0.042, -0.062,    0.0,    0.0,  -0.12,  -0.12, -0.061,  -0.12, 
   51.,    2.0,   0.62,  0.046,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   48.,    2.0,   0.62,  0.034,   0.19,   0.19,   0.19,    0.0,   0.12,  0.066,    0.0, 
   40.,    1.0,   0.50, 0.0040, -0.050,    0.0, -0.050,  0.025,   0.10,  0.091,   0.10, 
   67.,    2.0,   0.75, -0.058, -0.062,    0.0,   0.19,  0.031,   0.12, -0.061,  -0.12, 
   84.,    5.0,    4.1,  -0.65,  -0.33,   0.67,  -0.95,  -0.78,  -0.19,   0.22,  -0.19, 
   62.,    5.0,    3.2,    1.4,   0.57,  -0.58,    1.1,   0.34,   0.91,    1.2,   0.77, 
   25.,    0.0,   0.13,  0.063, -0.0056,  0.032, 0.0068,  0.042,  0.053,  0.070,  0.056, 
   5.0,    2.0,   0.62,  0.059,   0.19,   0.19,    0.0,  0.062,    0.0,  0.066,    0.0, 
   45.,    1.0,   0.60, -0.011,    0.0,   0.35,    0.0,  0.050,  -0.10, -0.010,    0.0, 
   79.,    5.0,    3.0,   0.54, -0.051,   0.19,  0.088, -0.057,   0.19,    1.4,    1.0, 
   74.,    3.0,   0.98, 0.0010, -0.0045, -0.0060, 0.0027, 0.0062,  0.017, 0.0063, 0.0065, 
   38.,    3.0,   0.96,  0.024,  0.030,  0.035,  0.035, 0.0072,  0.031,  0.025,  0.025, 
   31.,    0.0,   0.18,  0.029, -0.044, -0.067, -0.066, -0.067, -0.037,  0.028,  0.014, 
   19.,    4.0,   0.12,  0.070,   0.28, -0.044,  -0.12,   0.19,   0.28,   0.11,  0.080, 
   34.,    1.0,   0.50,  0.034,   0.10,   0.20,    0.0,  0.050,   0.10,  0.091,   0.10, 
   51.,    2.0,   0.62,  0.046,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   78.,    5.0,    4.3,    1.3,  0.055,  -0.62,   0.64,   0.49,  -0.85, 0.0031,  -0.40, 
   33.,    0.0,   0.19,  0.034,  0.095,  0.095,  0.095,  0.063,  0.019,  0.018, 0.0043, 
   92.,    2.0,   0.62,  0.085,  0.062,   0.12,   0.19,   0.19,   0.12,  0.066,    0.0, 
   13.,    4.0,   0.23,  0.021,  -0.11,  -0.23, -0.078,  -0.21,  0.073, -0.00084, -0.065, 
   46.,    5.0,    4.0,   0.65,    1.0,    2.1,    3.2,   0.90,    5.6,   0.41,  0.025, 
   43.,    4.0,   0.32,  0.018,  -0.19,  -0.19,   0.18,  0.017, -0.062, -0.093,  -0.16, 
   90.,    2.0,   0.62,  0.029,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   90.,    4.0,    0.0,   0.24,   0.50,   0.35,   0.36,   0.35,   0.73,   0.23,   0.20, 
   28.,    5.0,    4.1,   0.50,  -0.78,   0.28,   0.18,  -0.81,   0.35,   0.26,  -0.15, 
   95.,    4.0,   0.13,  0.074,   0.22,   0.19, -0.073, -0.012,  -0.13,  0.097,  0.071, 
   30.,    2.0,   0.62,  0.094,  0.062,   0.12,   0.12,   0.19,   0.12,  0.066,    0.0, 
   2.0,    4.0,    0.0,   0.26,   0.12,   0.31,    0.0,   0.25,   0.12,   0.23,   0.20, 
   21.,    2.0,   0.62,   0.13,   0.12, -0.062,   0.12,   0.16,   0.38,  0.066,    0.0, 
   90.,    4.0,    0.0,   0.24,   0.50,   0.35,   0.36,   0.35,   0.73,   0.23,   0.20, 
   95.,    1.0,   0.70,  -0.11,  -0.10, -0.050,  -0.10,  -0.10,  -0.10,  -0.11,  -0.10, 
   79.,    2.0,   0.62,  0.062,  0.062,  0.062,   0.19,   0.16,  -0.12,  0.066,    0.0, 
   44.,    1.0,   0.70,   0.11,   0.10,    0.0,   0.15,   0.13,   0.10,  -0.11,  -0.10, 
   50.,    2.0,   0.88,  -0.18,  -0.12, -0.062,  -0.12,  -0.19,    0.0,  -0.19,  -0.25, 
   69.,    3.0,    1.0, -0.022, -0.027, -0.028, -0.032, -0.011, -0.014, -0.016, -0.016, 
   41.,    2.0,   0.75, -0.057,    0.0,  0.062,  -0.12,  -0.16,  -0.12, -0.061,  -0.12, 
   85.,    3.0,   0.98, -0.0090, -0.0027, -0.015, -0.0060, 0.0017, -0.0090, 0.0018, 0.0020, 
   51.,    2.0,   0.62,  0.046,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   29.,    5.0,    5.1,   0.57,   0.21,   0.18,  -0.85,  -0.73,   0.39,  -0.75,   -1.1, 
   68.,    5.0,    4.3,    1.4,   0.13,   0.74,    1.0,   0.68,   0.64,  0.079,  -0.33, 
   13.,    2.0,   0.62,  0.073,  0.062,  0.062,   0.12,    0.0,    0.0,  0.066,    0.0, 
   10.,    2.0,   0.62,  0.025,   0.19,   0.19,  0.062,  -0.16,    0.0,  0.066,    0.0, 
   58.,    1.0,   0.40, -0.028,    0.0,  0.050,    0.0,    0.0,    0.0,   0.19,   0.20, 
   68.,    3.0,   0.99, -0.0084, -0.0035, 0.0015, -0.0027, -0.0095, 0.0050, -0.0082, -0.0085, 
   69.,    0.0,  0.050,   0.18,  0.097,  0.078,   0.15,   0.14,  0.048,   0.16,   0.14, 
   32.,    1.0,   0.50,  0.075,   0.10,   0.15,   0.10,   0.12,   0.10,  0.091,   0.10, 
   20.,    0.0,   0.28, -0.064,  -0.12,  -0.12,  -0.13,  -0.10, -0.075, -0.077, -0.092, 
   34.,    2.0,   0.75, -0.042, -0.062,    0.0,    0.0,  -0.12,  -0.12, -0.061,  -0.12, 
   70.,    0.0,  0.087,   0.11,  0.013,  0.069,  0.076,  0.061,  0.056,   0.12,   0.10, 
   43.,    4.0,   0.32,  0.018,  -0.19,  -0.19,   0.18,  0.017, -0.062, -0.093,  -0.16, 
   0.0,    1.0,   0.50,   0.13,   0.20,   0.20,   0.20,  0.025,   0.10,  0.091,   0.10, 
   46.,    3.0,    1.0, -0.018, -0.012, -0.0077, -0.018, -0.011, -0.022, -0.016, -0.016, 
   13.,    4.0,   0.23,  0.021,  -0.11,  -0.23, -0.078,  -0.21,  0.073, -0.00084, -0.065, 
   31.,    3.0,   0.98, 0.00025, -0.0050, -0.0050, 0.0087, 0.0090, 0.0095, 0.0058, 0.0060, 
   85.,    1.0,   0.40,   0.13,   0.20,   0.20,   0.30,   0.22,   0.10,   0.19,   0.20, 
   33.,    0.0,   0.19,  0.034,  0.095,  0.095,  0.095,  0.063,  0.019,  0.018, 0.0043, 
   0.0,    4.0,   0.68,  -0.34,  -0.33, -0.099,  -0.23,  -0.27,  -0.16,  -0.45,  -0.51, 
   44.,    4.0,   0.78,  -0.51,  -0.42,  -0.43,  -0.78,  -0.36,  -0.78,  -0.56,  -0.62, 
   72.,    5.0,    6.2,   0.45,   0.69,   0.12,   0.59,    1.1,    1.7,   -1.9,   -2.3, 
   34.,    2.0,   0.75, -0.042, -0.062,    0.0,    0.0,  -0.12,  -0.12, -0.061,  -0.12, 
   3.0,    4.0,  0.097,   0.22,   0.34,   0.60,   0.74,  0.073,   0.28,   0.13,   0.11, 
   98.,    4.0,    0.0,   0.20,   0.12,    0.0,   0.16,   0.12,   0.31,   0.23,   0.20, 
   0.0,    4.0,   0.68,  -0.34,  -0.33, -0.099,  -0.23,  -0.27,  -0.16,  -0.45,  -0.51, 
   49.,    1.0,   0.70, -0.080,  -0.10,  -0.10,    0.0,    0.0,    0.0,  -0.11,  -0.10, 
   58.,    5.0,    1.0,    1.4,    1.6,    1.9,    2.3,    2.1,    1.9,    3.4,    3.0, 
   85.,    3.0,   0.98, -0.0090, -0.0027, -0.015, -0.0060, 0.0017, -0.0090, 0.0018, 0.0020, 
   37.,    1.0,   0.50,  0.048,   0.10,   0.10,    0.0,    0.0,   0.10,  0.091,   0.10, 
   49.,    0.0,   0.21,  0.019,   0.13,  0.035,  0.025, 0.0098,  0.025, -0.0025, -0.018, 
   27.,    1.0,   0.40,  0.017,    0.0,    0.0,  0.050,  -0.12,   0.10,   0.19,   0.20, 
   54.,    5.0,    3.8,   0.73,    2.3,    2.3,    2.4,    2.1,  -0.71,   0.52,   0.14, 
   8.0,    0.0,   0.21, 0.0030, -0.017,  0.013,  0.085,  0.043, -0.055, -0.0011, -0.017, 
   86.,    2.0,   0.88,  -0.16,  -0.19,  -0.12,  -0.12,  -0.19,    0.0,  -0.19,  -0.25, 
   9.0,    2.0,   0.62,  0.097,   0.12,   0.12,    0.0,   0.22,    0.0,  0.066,    0.0, 
   90.,    1.0,   0.80, 0.0088,    0.0, -0.050,    0.0, -0.025,    0.0,  -0.21,  -0.20, 
   54.,    0.0,  0.090,   0.13,   0.15,   0.15,   0.10,  0.062,   0.17,   0.12,   0.10, 
   14.,    1.0,   0.60, -0.035,    0.0,   0.10,  0.050, -0.025,    0.0, -0.010,    0.0, 
   13.,    1.0,   0.40,  0.091,  0.050,   0.10,  0.050,  0.050,   0.10,   0.19,   0.20, 
   24.,    1.0,   0.40,   0.10,  0.050,   0.10,  0.050,  0.075,    0.0,   0.19,   0.20, 
   68.,    2.0,   0.62,  0.050,   0.12,   0.19,    0.0,  0.062,   0.12,  0.066,    0.0, 
   10.,    4.0,   0.52,  -0.29,   0.48,  -0.17,  -0.52,  -0.13,   0.26,  -0.30,  -0.36, 
   31.,    5.0,    3.2,   0.37,  -0.24,  -0.24,   0.58,   0.45,  -0.19,    1.2,   0.81, 
   86.,    2.0,   0.88,  -0.16,  -0.19,  -0.12,  -0.12,  -0.19,    0.0,  -0.19,  -0.25, 
   99.,    5.0,    5.8,   0.97,    1.8,   0.97,  -0.52, -0.094,  -0.65,   -1.4,   -1.8, 
   25.,    4.0,   0.26, -0.076,  -0.26,  -0.26,  -0.23,  -0.19,  -0.26, -0.032, -0.096, 
   24.,    2.0,   0.62,  0.042,  0.062,  0.062,   0.12,    0.0,    0.0,  0.066,    0.0, 
   10.,    1.0,   0.70,   0.23,   0.20,   0.20,   0.15,   0.20,   0.20,  -0.11,  -0.10, 
   78.,    5.0,    4.3,    1.3,  0.055,  -0.62,   0.64,   0.49,  -0.85, 0.0031,  -0.40, 
   89.,    3.0,    1.0, -0.013, -0.0090, -0.0075, -0.0072, -0.0090, -0.017, -0.014, -0.014, 
   30.,    0.0,   0.14,  0.063, -0.0024, -0.025,  0.013,  0.016,  0.067,  0.063,  0.049, 
   75.,    2.0,   0.50,   0.23,   0.25,   0.19,   0.31,   0.34,   0.38,   0.19,   0.12, 
   97.,    0.0,   0.15,  0.082,   0.28,   0.19,   0.14,   0.16,  0.055,  0.060,  0.045, 
   75.,    2.0,   0.50,   0.23,   0.25,   0.19,   0.31,   0.34,   0.38,   0.19,   0.12, 
   84.,    1.0,   0.50,  0.070,   0.10,   0.15,   0.10,   0.15,   0.10,  0.091,   0.10, 
   26.,    0.0,   0.21, 0.0012,   0.10,   0.10, -0.0074,  0.066,   0.11, -0.0065, -0.022, 
   68.,    5.0,    4.3,    1.4,   0.13,   0.74,    1.0,   0.68,   0.64,  0.079,  -0.33, 
   89.,    3.0,    1.0, -0.013, -0.0090, -0.0075, -0.0072, -0.0090, -0.017, -0.014, -0.014, 
   99.,    5.0,    5.8,   0.97,    1.8,   0.97,  -0.52, -0.094,  -0.65,   -1.4,   -1.8, 
   90.,    4.0,    0.0,   0.24,   0.50,   0.35,   0.36,   0.35,   0.73,   0.23,   0.20, 
   81.,    4.0,   0.12,  0.098,   0.28,  -0.12,  0.035,   0.19,  -0.12,   0.11,  0.083, 
   44.,    4.0,   0.78,  -0.51,  -0.42,  -0.43,  -0.78,  -0.36,  -0.78,  -0.56,  -0.62, 
   28.,    3.0,    1.0, -0.018, -0.019, -0.013, -0.0017, -0.012, -0.010, -0.017, -0.017, 
   95.,    1.0,   0.70,  -0.11,  -0.10, -0.050,  -0.10,  -0.10,  -0.10,  -0.11,  -0.10, 
   76.,    2.0,   0.62,  0.027,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   97.,    4.0,   0.61,  -0.43,  -0.26,  -0.29,  -0.35,  -0.38,  -0.61,  -0.39,  -0.45, 
   65.,    1.0,   0.60, -0.046,    0.0,  0.050, -0.050, -0.050,  -0.10, -0.010,    0.0, 
   63.,    0.0,   0.28, -0.064, -0.0021, -0.0021, -0.056, -0.015,  -0.10, -0.080, -0.095, 
   26.,    3.0,   0.98, 0.0013, 0.0030, 0.0070,    0.0, -0.0065, -0.010, -0.0027, -0.0030, 
   46.,    3.0,    1.0, -0.018, -0.012, -0.0077, -0.018, -0.011, -0.022, -0.016, -0.016, 
   95.,    4.0,   0.13,  0.074,   0.22,   0.19, -0.073, -0.012,  -0.13,  0.097,  0.071, 
   53.,    2.0,   0.50,   0.24,   0.19,  0.062,   0.31,   0.28,   0.12,   0.19,   0.12, 
   22.,    5.0,    4.0,  -0.46,  -0.36,    4.1,  -0.14,   0.14,  -0.40,   0.38, -0.025, 
   0.0,    5.0,    5.2,   -1.7,   -1.4,  -0.99,   -1.3,   -2.5,   -1.4,  -0.84,   -1.2, 
   62.,    2.0,   0.62,  0.066,   0.12,   0.12,  0.062,   0.16,    0.0,  0.066,    0.0, 
   5.0,    0.0,    1.0,  -0.70,  -0.65,  -0.65,  -0.80,  -0.78,  -0.75,  -0.80,  -0.81, 
   76.,    5.0,    8.1,   -1.5,   -1.3,   -1.0,   -1.9,   -1.5,   -1.6,   -3.8,   -4.2, 
   93.,    0.0,   0.12,  0.071,  0.018,  0.068,  0.070,  0.053,  0.073,  0.084,  0.069, 
   44.,    4.0,   0.78,  -0.51,  -0.42,  -0.43,  -0.78,  -0.36,  -0.78,  -0.56,  -0.62, 
   61.,    3.0,   0.98, 0.0037, 0.0017, -0.0045, -0.0077, -0.00075, -0.00050, 0.0063, 0.0065, 
   73.,    5.0,    11.,   -2.5,   -2.8,   -4.8,   -3.0,   -4.6,   -2.8,   -6.7,   -7.0, 
   62.,    0.0,  0.098,   0.12,  0.042,  0.023,   0.13,  0.065, -0.048,   0.11,  0.093, 
   25.,    5.0,    2.1,    2.5,    2.3,    2.4,    1.5,    1.8,    2.5,    2.3,    1.9, 
   6.0,    2.0,   0.75, -0.057,  0.062,  0.062,  -0.12, -0.031,  -0.12, -0.061,  -0.12, 
   49.,    2.0,   0.62,  0.022,   0.12,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   44.,    4.0,   0.78,  -0.51,  -0.42,  -0.43,  -0.78,  -0.36,  -0.78,  -0.56,  -0.62, 
   76.,    2.0,   0.62,  0.027,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   17.,    2.0,   0.88,  -0.16,  -0.12, -0.062,  -0.12,  -0.16,    0.0,  -0.19,  -0.25, 
   19.,    0.0,   0.14,  0.060, -0.0037,  0.053, -0.0072,  0.015,  0.025,  0.062,  0.048, 
   93.,    2.0,    1.0,  -0.26,  -0.31,  -0.44,  -0.38,  -0.31,  -0.38,  -0.31,  -0.38, 
   11.,    2.0,   0.50,   0.26,   0.25,   0.25,   0.19,   0.22,   0.12,   0.19,   0.12, 
   44.,    3.0,   0.99, 0.0094, 0.0025, 0.0025, 0.00025, -0.010, 0.0070, -0.0092, -0.0095, 
   13.,    2.0,   0.62,  0.073,  0.062,  0.062,   0.12,    0.0,    0.0,  0.066,    0.0, 
   74.,    1.0,   0.40,   0.11,   0.10,   0.10,   0.20,   0.17,    0.0,   0.19,   0.20, 
   49.,    4.0,    0.0,   0.25,   0.35,   0.35,    0.0,   0.39,   0.36,   0.23,   0.20, 
   36.,    2.0,   0.88,  -0.12,  -0.19,  -0.25, -0.062, -0.031,  -0.38,  -0.19,  -0.25, 
   45.,    1.0,   0.60, -0.011,    0.0,   0.35,    0.0,  0.050,  -0.10, -0.010,    0.0, 
   72.,    0.0,   0.19,  0.037,  0.056,  0.056, -0.019, -0.0023,  0.034,  0.018, 0.0043, 
   14.,    1.0,   0.60, -0.035,    0.0,   0.10,  0.050, -0.025,    0.0, -0.010,    0.0, 
   60.,    0.0,  0.032,   0.18,  0.098,  0.098,   0.13,   0.15,   0.18,   0.17,   0.16, 
   40.,    1.0,   0.50, 0.0040, -0.050,    0.0, -0.050,  0.025,   0.10,  0.091,   0.10, 
   32.,    3.0,   0.98, 0.0061,  0.012,  0.017,  0.016, -0.00075, 0.0015, 0.0063, 0.0065, 
   21.,    3.0,   0.96,  0.026, 0.0095, 0.0035, 0.0055,  0.036,  0.032,  0.020,  0.020, 
   80.,    1.0,   0.60, 0.0077,    0.0,   0.10,    0.0,  0.025,  -0.10, -0.010,    0.0, 
   70.,    4.0,  0.062,  0.086, -0.062, -0.062,  0.061, -0.062, -0.062,   0.17,   0.14, 
   70.,    3.0,   0.96,  0.011, 0.0040, 0.0040,  0.012, 0.0027, -0.0050,  0.021,  0.021, 
   23.,    3.0,    1.0, -0.017, -0.012, -0.012, -0.0040, -0.012, -0.010, -0.017, -0.017, 
   89.,    1.0,   0.60, -0.015,    0.0,  -0.15,    0.0,  0.025,   0.10, -0.010,    0.0, 
   60.,    3.0,   0.98, -0.011, -0.026, -0.017, -0.0095, -0.00075,  0.010, -0.00070, -0.0010, 
   71.,    5.0,    4.5,  0.043,   -1.2, -0.050,   0.40,  0.050,   0.90,  -0.17,  -0.58, 
   46.,    5.0,    4.0,   0.65,    1.0,    2.1,    3.2,   0.90,    5.6,   0.41,  0.025, 
   78.,    5.0,    4.3,    1.3,  0.055,  -0.62,   0.64,   0.49,  -0.85, 0.0031,  -0.40, 
   64.,    5.0,    3.6,  -0.12,  -0.70,  -0.18,   0.18,  -0.13,  -0.46,   0.74,   0.35, 
   4.0,    1.0,   0.50,  0.029,   0.10,   0.10,   0.10,  0.050,    0.0,  0.091,   0.10, 
   21.,    0.0,   0.12,  0.075,  0.011,  0.036,  0.048,  0.053,  0.048,  0.084,  0.069, 
   90.,    2.0,   0.62,  0.029,   0.19,   0.19,    0.0,    0.0,    0.0,  0.066,    0.0, 
   48.,    3.0,    1.0, -0.0056, -0.0045, -0.0045, -0.018, -0.0095, -0.0015, -0.014, -0.014, 
   50.,    4.0,   0.31, -0.045,  0.097,   0.24,  0.075, -0.089, -0.0043, -0.079,  -0.14, 
   67.,    3.0,   0.98, -0.0069, -0.0062, -0.012, -0.0080, -0.0087, -0.0080, -0.0017, -0.0020, 
   4.0,    4.0,  0.095,   0.11,   0.26,  0.039,   0.15,   0.22,   0.17,   0.14,   0.11, 
   40.,    1.0,   0.50, 0.0040, -0.050,    0.0, -0.050,  0.025,   0.10,  0.091,   0.10, 
   20.,    2.0,   0.62,  0.043,  0.062,   0.12,   0.19,  0.062,   0.12,  0.066,    0.0, 
   81.,    5.0,    3.4,  -0.98,  -0.63,  -0.58,   -1.3,  -0.88, -0.024,   0.97,   0.58, 
   20.,    4.0,   0.39, -0.078, -0.035, -0.035,   0.12, -0.021, -0.046,  -0.16,  -0.22, 
   21.,    3.0,   0.96,  0.026, 0.0095, 0.0035, 0.0055,  0.036,  0.032,  0.020,  0.020, 
   99.,    0.0,   0.18,  0.043,   0.10,   0.10,  0.096,  0.088,   0.10,  0.024,  0.010, 
   76.,    5.0,    8.1,   -1.5,   -1.3,   -1.0,   -1.9,   -1.5,   -1.6,   -3.8,   -4.2, 
   44.,    4.0,   0.78,  -0.51,  -0.42,  -0.43,  -0.78,  -0.36,  -0.78,  -0.56,  -0.62, 
   79.,    1.0,   0.50, -0.0048, -0.050, -0.050,    0.0, -0.050,  -0.10,  0.091,   0.10, 
   68.,    5.0,    4.3,    1.4,   0.13,   0.74,    1.0,   0.68,   0.64,  0.079,  -0.33, 
   78.,    3.0,   0.98, 0.00091, 0.0055,  0.010, 0.0052, -0.011, -0.024, 0.00081, 0.0010, 
   41.,    1.0,   0.70, -0.081,  -0.10, -0.050,  -0.10, -0.075,  -0.10,  -0.11,  -0.10, 
   74.,    4.0,   0.30, -0.069,  0.052,  -0.30,  -0.19,  -0.26,  0.010, -0.074,  -0.14, 
   77.,    3.0,   0.95,  0.018, 0.0025, 0.0025,  0.029, 0.0065, 0.0025,  0.028,  0.028, 
   67.,    0.0,   0.18,  0.029, -0.043,  0.012,  0.018, 0.0081, -0.025,  0.022, 0.0078, 
   50.,    3.0,   0.98, -0.0021, -0.0037,  0.010, -0.0060, -0.0012, -0.0060, 0.00081, 0.0010, 
   37.,    2.0,   0.75, -0.031, -0.062,    0.0, -0.062, -0.062,  -0.12, -0.061,  -0.12, 
   56.,    4.0,    0.0,   0.27,   0.35,   0.35,   0.52,   0.24,    0.0,   0.23,   0.20, 
   84.,    5.0,    4.1,  -0.65,  -0.33,   0.67,  -0.95,  -0.78,  -0.19,   0.22,  -0.19, 
   40.,    3.0,   0.98, -0.0060, -0.0072, -0.011, 0.0040, -0.018, -0.0095, -0.00020, -0.00050, 
   58.,    0.0,   0.17,  0.021,  -0.14, -0.069, -0.043, -0.046, -0.049,  0.036,  0.022, 
   16.,    3.0,   0.98, 0.0048, 0.0085,  0.013,  0.012, 0.0085, -0.0020, 0.0038, 0.0040, 
   61.,    3.0,   0.98, 0.0037, 0.0017, -0.0045, -0.0077, -0.00075, -0.00050, 0.0063, 0.0065, 
   22.,    1.0,   0.50,  0.057,   0.10,   0.30,    0.0,   0.10,    0.0,  0.091,   0.10, 
   94.,    1.0,   0.50,  0.045,   0.10,   0.15,    0.0,  0.025,   0.10,  0.091,   0.10, 
   90.,    0.0,   0.19,  0.033,  0.078,  0.097,   0.11,  0.066,  0.092,  0.014, -0.0017, 
   80.,    5.0,    4.8,  -0.19,   0.22,  -0.28,  -0.71,  -0.22,   -1.1,  -0.40,  -0.80, 
   80.,    2.0,   0.75, -0.062,    0.0,  0.062,  -0.12,    0.0,  -0.12, -0.061,  -0.12, 
   16.,    4.0,   0.26, -0.016,  0.094,  0.094,   0.14,  -0.13,  -0.26, -0.032, -0.096, 
   66.,    1.0,   0.50, 0.0076, -0.050,    0.0,  0.050,  0.050,    0.0,  0.091,   0.10, 
   74.,    5.0,    3.2,  -0.81,  -0.15,   0.17,   -1.3,  -0.55,  -0.13,    1.1,   0.75, 
   71.,    3.0,   0.99, -0.0027, 0.0010, 0.0010, 0.0062, 0.0010,  0.013, -0.0037, -0.0040, 
   28.,    1.0,   0.60, -0.036,    0.0,  0.050, -0.050, -0.050,   0.10, -0.010,    0.0, 
   71.,    3.0,   0.99, -0.0027, 0.0010, 0.0010, 0.0062, 0.0010,  0.013, -0.0037, -0.0040, 
   60.,    5.0,    2.3,   0.16,   0.49,   0.98,   0.81,  -0.39,   0.81,    2.1,    1.7, 
   23.,    0.0,   0.24, -0.014, -0.054, -0.056, -0.030, -0.045, -0.054, -0.033, -0.048, 
   79.,    4.0,    0.0,   0.19,   0.12,   0.12,   0.10,   0.32,   0.20,   0.23,   0.20, 
   34.,    2.0,   0.75, -0.042, -0.062,    0.0,    0.0,  -0.12,  -0.12, -0.061,  -0.12, 
   64.,    0.0,   0.22, 0.0030, -0.076, -0.077, -0.029, -0.0080, -0.039, -0.012, -0.027, 
   2.0,    3.0,   0.94,  0.035,  0.028,  0.026,  0.039,  0.031,  0.017,  0.044,  0.043, 
   35.,    3.0,    1.0, 0.0047, -0.0050, -0.0050, -0.0060, -0.0060,    0.0, -0.017, -0.017, 
   5.0,    5.0,    9.6,   -2.0,   -4.0,   -3.1,   -5.1,   -4.7,   -3.5,   -5.3,   -5.7, 
   32.,    3.0,   0.98, 0.0061,  0.012,  0.017,  0.016, -0.00075, 0.0015, 0.0063, 0.0065, 
   5.0,    4.0,   0.96,  -0.73,  -0.57,  -0.61,  -0.46,  -0.70,  -0.96,  -0.74,  -0.80, 
   60.,    3.0,   0.98, -0.011, -0.026, -0.017, -0.0095, -0.00075,  0.010, -0.00070, -0.0010, 
   74.,    4.0,   0.30, -0.069,  0.052,  -0.30,  -0.19,  -0.26,  0.010, -0.074,  -0.14, 
   43.,    5.0,    5.6,  0.030,  -0.33,   -1.4,    1.3,    1.9, -0.037,   -1.3,   -1.7, 
   87.,    3.0,    1.0, -0.0086, -0.010, -0.0050, -0.00050, -0.016, -0.0010, -0.015, -0.015, 
   54.,    4.0,   0.64,  -0.51,  -0.52,  -0.52,  -0.61,  -0.35,  -0.64,  -0.41,  -0.47, 
   35.,    4.0,   0.53,  -0.26,  -0.14,  -0.17,  -0.22,  -0.11,  -0.53,  -0.30,  -0.37, 
   4.0,    0.0,   0.16,  0.048, -0.018,  0.019,  0.018, 0.0035,  0.025,  0.047,  0.033, 
   11.,    1.0,   0.70,  -0.13,  -0.20,  -0.30,  -0.15,  -0.12,    0.0,  -0.11,  -0.10, 
   24.,    1.0,   0.40,   0.10,  0.050,   0.10,  0.050,  0.075,    0.0,   0.19,   0.20, 
   35.,    5.0,    8.6,  -0.91,  -0.36,   0.99,   0.99, -0.0076,   -1.7,   -4.3,   -4.7, 
   82.,    2.0,   0.62,  0.041,   0.12,   0.19,    0.0,    0.0,   0.12,  0.066,    0.0, 
   83.,    4.0,   0.40,  -0.17, 0.0069,  0.039,  0.031,  -0.13, -0.096,  -0.17,  -0.23, 
   22.,    4.0,   0.34, -0.038,  0.011,  0.011,  0.041,  0.032,  0.046,  -0.12,  -0.18, 
   51.,    1.0,   0.80, -0.085, -0.050,  -0.10,  0.050,  0.025,    0.0,  -0.21,  -0.20, 
   31.,    4.0,    0.0,   0.23,   0.35,    0.0,   0.15,   0.19,   0.71,   0.23,   0.20, 
   11.,    0.0,   0.15,  0.041, -0.015, 0.0030, -0.020,  0.018, -0.00016,  0.051,  0.036, 
   97.,    2.0,   0.62,  0.027,   0.19,   0.19,    0.0,  0.062,    0.0,  0.066,    0.0, 
   1.0,    1.0,   0.50,  0.026,   0.10,   0.10,    0.0, -0.025,    0.0,  0.091,   0.10, 
   39.,    3.0,   0.96,  0.031,  0.021,  0.033,  0.015,  0.026,  0.024,  0.025,  0.025, 
   60.,    0.0,  0.032,   0.18,  0.098,  0.098,   0.13,   0.15,   0.18,   0.17,   0.16, 
   18.,    5.0,    2.8,   0.79,   0.17,   0.92,    1.3,    1.2,   0.98,    1.6,    1.2, 
   88.,    2.0,   0.62,  0.078,  0.062,   0.12,   0.12,   0.22,   0.25,  0.066,    0.0, 
   97.,    4.0,   0.61,  -0.43,  -0.26,  -0.29,  -0.35,  -0.38,  -0.61,  -0.39,  -0.45, 
   15.,    2.0,    1.0,  -0.30,  -0.31,  -0.25,  -0.31,  -0.25,  -0.25,  -0.31,  -0.38, 
   18.,    3.0,   0.95,  0.024,  0.013,  0.014,  0.023,  0.024,  0.028,  0.031,  0.031, 
   85.,    5.0,    3.4,   -1.0,   -1.5,   0.24,  -0.73,  -0.36,  -0.67,   0.95,   0.56, 
